
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 重庆天地瑞安翠湖天地
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 国奥村时光漫
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 天盈摩咖
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 梵悦天御
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 约克郡景悦
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 和记黄埔地产珊瑚水岸
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 中铁北美时光
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 金瓯理工国际
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 力帆红星国际广场紫郡
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 保利山庄海棠
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 MI公馆
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,-,-,重庆 金融街融御
29.5658377465,106.5478223651,29.56301,106.551556,29.5693053868,106.5579816842,中国重庆市渝中区大溪沟重庆市人民政府,400000,重庆 天地瑞安翠湖天地
